,candidate,party,votes,state,state_num,const_num,const_name,status
4137,AMIT RAM TRIPATHI,Nationalist Congress Party,1162,Uttar Pradesh,24,324,Uttar Pradesh - Sahajanwa,Result Declared  
4138,ARVIND KUMAR RAI ( ADVOCATE),Independent,1049,Uttar Pradesh,24,324,Uttar Pradesh - Sahajanwa,Result Declared  
4139,RAMESH CHANDRA,Vikas Party,600,Uttar Pradesh,24,324,Uttar Pradesh - Sahajanwa,Result Declared  
4140,RAJESH KUMAR,Bahujan Mukti Party,553,Uttar Pradesh,24,324,Uttar Pradesh - Sahajanwa,Result Declared  
4141,KESRI,Bhartiya Sarvodaya Party,391,Uttar Pradesh,24,324,Uttar Pradesh - Sahajanwa,Result Declared  
4142,None of the Above,None of the Above,1723,Uttar Pradesh,24,324,Uttar Pradesh - Sahajanwa,Result Declared  
4143,SANT PRASAD,Bharatiya Janata Party,71492,Uttar Pradesh,24,325,Uttar Pradesh - Khajani ,Result Declared  
4144,RAJKUMAR,Bahujan Samaj Party,51413,Uttar Pradesh,24,325,Uttar Pradesh - Khajani ,Result Declared  
4145,RUPAWATI BELDAR,Samajwadi Party,42085,Uttar Pradesh,24,325,Uttar Pradesh - Khajani ,Result Declared  
4146,VIDYA SAGAR,Nirbal Indian Shoshit Hamara Aam Dal,11289,Uttar Pradesh,24,325,Uttar Pradesh - Khajani ,Result Declared  
4147,COMMANDO KAMAL KISHOR,Indian National Congress,4653,Uttar Pradesh,24,325,Uttar Pradesh - Khajani ,Result Declared  
4148,SHYAM CHARAN,Independent,1175,Uttar Pradesh,24,325,Uttar Pradesh - Khajani ,Result Declared  
4149,RAJESH,Ambedkar Samaj Party,1112,Uttar Pradesh,24,325,Uttar Pradesh - Khajani ,Result Declared  
4150,VIRENDRA KUMAR,Bahujan Mukti Party,935,Uttar Pradesh,24,325,Uttar Pradesh - Khajani ,Result Declared  
4151,RAM CHANDRA,Jan Adhikar Party,781,Uttar Pradesh,24,325,Uttar Pradesh - Khajani ,Result Declared  
4152,KALI CHARAN BELDAR,Independent,778,Uttar Pradesh,24,325,Uttar Pradesh - Khajani ,Result Declared  
4153,None of the Above,None of the Above,2085,Uttar Pradesh,24,325,Uttar Pradesh - Khajani ,Result Declared  
4154,SANGEETA YADAV,Bharatiya Janata Party,87863,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4155,MANUROJAN YADAV,Samajwadi Party,42203,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4156,JAI PRAKASH,Bahujan Samaj Party,37478,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4157,ISHVAR CHAND,Nirbal Indian Shoshit Hamara Aam Dal,13048,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4158,DUDHNATH KEWAT,Nationalist Congress Party,2045,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4159,AMAR SINGH PASWAN,Bahujan Mukti Party,1340,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4160,RAKESH,Independent,1268,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4161,FAKHRUDDIN ALI,Independent,882,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4162,ADYA,Rashtriya Lok Dal,846,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4163,BHOLA PRASAD,Gondvana Gantantra Party,831,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4164,SURESH,Independent,757,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4165,SARVADANAND,Manuvadi Party,627,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4166,DAYA  SHANKAR NISHAD,Rashtriya mahan Gantantra Party,611,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4167,VIRENDRA TIWARI,Shivsena,556,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4168,VIRENDRA VIKRAM SINGH,Independent,539,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4169,AMIT DUBEY URF CHANDAN,Independent,449,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4170,RAMKISHUN,Lok Dal,390,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4171,RAJAN YADAV URF ARTHI BABA,Independent,383,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4172,BAIJNATH VERMA,Bhartiya  Sarvjan Party,259,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4173,SURBJIT,Independent,199,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4174,None of the Above,None of the Above,1150,Uttar Pradesh,24,326,Uttar Pradesh - Chauri-Chaura,Result Declared  
4175,VIMLESH PASWAN,Bharatiya Janata Party,71966,Uttar Pradesh,24,327,Uttar Pradesh - Bansgaon,Result Declared  
4176,DHARMENDRA KUMAR,Bahujan Samaj Party,49093,Uttar Pradesh,24,327,Uttar Pradesh - Bansgaon,Result Declared  
4177,SHARADA DEVI,Samajwadi Party,44051,Uttar Pradesh,24,327,Uttar Pradesh - Bansgaon,Result Declared  
4178,NANDLAL,Nirbal Indian Shoshit Hamara Aam Dal,7892,Uttar Pradesh,24,327,Uttar Pradesh - Bansgaon,Result Declared  
4179,RAMDHARI,Independent,1496,Uttar Pradesh,24,327,Uttar Pradesh - Bansgaon,Result Declared  
4180,PUSHPA DEVI,Bahujan Mukti Party,798,Uttar Pradesh,24,327,Uttar Pradesh - Bansgaon,Result Declared  
4181,RAM SINGH,Jan Adhikar Party,742,Uttar Pradesh,24,327,Uttar Pradesh - Bansgaon,Result Declared  
4182,SAVITRI,Hamari Apni Party,637,Uttar Pradesh,24,327,Uttar Pradesh - Bansgaon,Result Declared  
4183,None of the Above,None of the Above,2143,Uttar Pradesh,24,327,Uttar Pradesh - Bansgaon,Result Declared  
4184,VINAY SHANKAR TIWARI,Bahujan Samaj Party,78177,Uttar Pradesh,24,328,Uttar Pradesh - Chillupar,Result Declared  
4185,RAJESH TRIPATHI,Bharatiya Janata Party,74818,Uttar Pradesh,24,328,Uttar Pradesh - Chillupar,Result Declared  
4186,RAM BHUAL NISHAD,Samajwadi Party,55422,Uttar Pradesh,24,328,Uttar Pradesh - Chillupar,Result Declared  
4187,YOGESH MANI TIWARI,Nirbal Indian Shoshit Hamara Aam Dal,3241,Uttar Pradesh,24,328,Uttar Pradesh - Chillupar,Result Declared  
4188,POONAM GUPTA,Independent,1418,Uttar Pradesh,24,328,Uttar Pradesh - Chillupar,Result Declared  
4189,GANESH SHANKAR SINGH SAINTHWAR,Bahujan Mukti Party,1276,Uttar Pradesh,24,328,Uttar Pradesh - Chillupar,Result Declared  
4190,RADHESHYAM,Jan Adhikar Party,1228,Uttar Pradesh,24,328,Uttar Pradesh - Chillupar,Result Declared  
4191,SONIYA SHUKLA,Independent,1122,Uttar Pradesh,24,328,Uttar Pradesh - Chillupar,Result Declared  
4192,SINDH VIJAY YADAV,Independent,1103,Uttar Pradesh,24,328,Uttar Pradesh - Chillupar,Result Declared  
4193,None of the Above,None of the Above,2512,Uttar Pradesh,24,328,Uttar Pradesh - Chillupar,Result Declared  
4194,JATASHANKER TRIPATHI,Bharatiya Janata Party,82537,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4195,VIJAY PRATAP KUSHWAHA,Bahujan Samaj Party,44040,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4196,VIJENDRA PAL YADAV,Samajwadi Party,34982,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4197,NISAR AHMAD,All India Majlis-E-Ittehadul Muslimeen,8903,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4198,KISHOR KUMAR,Peace Party,7126,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4199,AJAY GOVIND RAO,Shivsena,4721,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4200,RAJKUMAR TULSYAN,Independent,2120,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4201,DHANANJAY,Rashtriya Lok Dal,1934,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4202,VIJAI YADAV,Independent,1549,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4203,HASINA,Independent,1412,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4204,VIJAY KUSHWAHA,Independent,1371,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4205,CHHOTELAL,Independent,821,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4206,LACHHAN PRASAD PRAJAPATI,Jay Hind Jay Bharat Party,590,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4207,RAJANISH KUSHWAHA,Independent,573,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4208,RAMDHANI,Jan Adhikar Party,509,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4209,None of the Above,None of the Above,2140,Uttar Pradesh,24,329,Uttar Pradesh - Khadda,Result Declared  
4210,SWAMI PRASAD MAURYA,Bharatiya Janata Party,93649,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4211,JAVED IQBAL,Bahujan Samaj Party,53097,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4212,SHIVKUMARI DEVI,Indian National Congress,41162,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4213,RAJENDRA ALIAS MUNNA YADAV,Peace Party,8329,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4214,RAJESH PRASAD SAINI,Independent,2196,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4215,AJAY KUMAR ALIYAS PAPPU PANDEY,Independent,1677,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4216,RAMPRATAP,Independent,1594,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4217,DR. PARSHURAM MISHRA,Independent,1588,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4218,RAMESH,Bahujan Mukti Party,1471,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4219,KANHAIYA PANDEY,Rashtriya Lok Dal,1224,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4220,VIJAY KUMAR CHAURASIYA,Independent,954,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4221,KANHAIYA SHARMA,Independent,939,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4222,RAJU  SINGH PATEL,Independent,752,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4223,ARVIND,Independent,452,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4224,None of the Above,None of the Above,1658,Uttar Pradesh,24,330,Uttar Pradesh - Padrauna,Result Declared  
4225,AJAY KUMAR LALLU,Indian National Congress,61211,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4226,JAGADISH MISHRA  ALIAS  BALTI BABA,Bharatiya Janata Party,43097,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4227,BIJAY RAI,Bahujan Samaj Party,41685,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4228,DR.P.K.RAI,Nirbal Indian Shoshit Hamara Aam Dal,29759,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4229,NANDKISHOR MISHRA,Independent,23423,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4230,SHRIKANT MISHRA,Independent,3210,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4231,VISHNU PRABHAKAR,Independent,2858,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4232,RANJAN RAI NIRALA,Bhartiya Sarvodaya Party,1891,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4233,MUNIR AHAMAD,Nationalist Congress Party,1094,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4234,CHANDAN SINGH,Independent,945,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4235,VINOD KUMAR BHARTI,Bahujan Mukti Party,674,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4236,SUBHASH,Lok Dal,661,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4237,NURUL HODA,Rashtriya Janadhar  Party,604,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4238,SWAMINATH,Rashtriya Lok Dal,492,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4239,KESHAV PAL,Poorvanchal People's Party,379,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4240,None of the Above,None of the Above,3305,Uttar Pradesh,24,331,Uttar Pradesh - Tamkuhi Raj,Result Declared  
4241,GANGA,Bharatiya Janata Party,102778,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4242,VISHWNATH,Samajwadi Party,60856,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4243,JAGDISH SINGH,Bahujan Samaj Party,34250,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4244,MOHAN,Communist Party of India,2581,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4245,AZIMULLAH ALIAS GUDDU,Peace Party,2210,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4246,SUNIL ALIAS MANOJ SINGH,Independent,1966,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4247,BIRJA,Independent,1050,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4248,RAJMANGAL YADAV,Bahujan Mukti Party,1002,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4249,SAHARUN NISA,Independent,893,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4250,JAWAHAR LAL YADAV,Rashtriya Lok Dal,817,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4251,RAJKUMAR,Independent,808,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4252,SAROJ AHAMAD,Nationalist Congress Party,735,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4253,NANDLAL GUPT VIDROHI,Independent,584,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4254,ARCHANA PANDEY,Independent,550,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4255,VINOD,Bhartiya Sarvodaya Party,518,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4256,None of the Above,None of the Above,2811,Uttar Pradesh,24,332,Uttar Pradesh - Fazilnagar,Result Declared  
4257,RAJNIKANT MANI TRIPATHI,Bharatiya Janata Party,97132,Uttar Pradesh,24,333,Uttar Pradesh - Kushinagar,Result Declared  
4258,RAJESH PRATAP RAV ALIAS BANTI BHAIYA,Bahujan Samaj Party,49029,Uttar Pradesh,24,333,Uttar Pradesh - Kushinagar,Result Declared  
4259,BRAHMASHANKAR TRIPATHI,Samajwadi Party,46369,Uttar Pradesh,24,333,Uttar Pradesh - Kushinagar,Result Declared  
4260,ZAKIR ALI,Nationalist Congress Party,1764,Uttar Pradesh,24,333,Uttar Pradesh - Kushinagar,Result Declared  
4261,SATVANT YADAV,Peace Party,1726,Uttar Pradesh,24,333,Uttar Pradesh - Kushinagar,Result Declared  
4262,VIDAYA SAGAR SINGH,Bhartiya Shakti Chetna Party,1358,Uttar Pradesh,24,333,Uttar Pradesh - Kushinagar,Result Declared  
4263,SUDHAKAR PANDEY,Independent,1085,Uttar Pradesh,24,333,Uttar Pradesh - Kushinagar,Result Declared  
4264,RADHIKA DEVI,Independent,1011,Uttar Pradesh,24,333,Uttar Pradesh - Kushinagar,Result Declared  
4265,AMBRISH KUMAR SRIVASTAV,Independent,964,Uttar Pradesh,24,333,Uttar Pradesh - Kushinagar,Result Declared  
4266,MANISH KUMAR GUPTA,Jan Adhikar Party,903,Uttar Pradesh,24,333,Uttar Pradesh - Kushinagar,Result Declared  
4267,None of the Above,None of the Above,2208,Uttar Pradesh,24,333,Uttar Pradesh - Kushinagar,Result Declared  
4268,PAWAN KUMAR,Bharatiya Janata Party,103864,Uttar Pradesh,24,334,Uttar Pradesh - Hata,Result Declared  
4269,RADHESHYAM SINGH,Samajwadi Party,50788,Uttar Pradesh,24,334,Uttar Pradesh - Hata,Result Declared  
4270,VIRENDRA,Bahujan Samaj Party,42651,Uttar Pradesh,24,334,Uttar Pradesh - Hata,Result Declared  
4271,AJAY RAV,Nirbal Indian Shoshit Hamara Aam Dal,2366,Uttar Pradesh,24,334,Uttar Pradesh - Hata,Result Declared  
4272,SHAILENDRA PRATAP SINGH ALIAS HIMALAY,Independent,1432,Uttar Pradesh,24,334,Uttar Pradesh - Hata,Result Declared  
4273,ANIL,Rashtriya Lok Dal,1328,Uttar Pradesh,24,334,Uttar Pradesh - Hata,Result Declared  
4274,RANAPRATAP,Bhartiya Shakti Chetna Party,1180,Uttar Pradesh,24,334,Uttar Pradesh - Hata,Result Declared  
4275,MAHENDRA,Independent,827,Uttar Pradesh,24,334,Uttar Pradesh - Hata,Result Declared  
4276,VRIJEMOHAN,Shivsena,800,Uttar Pradesh,24,334,Uttar Pradesh - Hata,Result Declared  
4277,MAMATA SINGH,Satya Kranti Party,465,Uttar Pradesh,24,334,Uttar Pradesh - Hata,Result Declared  
4278,ARTI,Apna Dal United Party,340,Uttar Pradesh,24,334,Uttar Pradesh - Hata,Result Declared  
4279,JAMASED AALAM BEG,Rashtriya Janadhar  Party,283,Uttar Pradesh,24,334,Uttar Pradesh - Hata,Result Declared  
4280,None of the Above,None of the Above,1933,Uttar Pradesh,24,334,Uttar Pradesh - Hata,Result Declared  
4281,RAMANAND BAUDH,Suheldev Bhartiya Samaj Party,102782,Uttar Pradesh,24,335,Uttar Pradesh - Ramkola,Result Declared  
4282,PURNMASI DEHATI,Samajwadi Party,47053,Uttar Pradesh,24,335,Uttar Pradesh - Ramkola,Result Declared  
4283,VIJAY KUMAR,Bahujan Samaj Party,28471,Uttar Pradesh,24,335,Uttar Pradesh - Ramkola,Result Declared  
4284,BUDDHA UPASAK KASHYAP,Nirbal Indian Shoshit Hamara Aam Dal,6602,Uttar Pradesh,24,335,Uttar Pradesh - Ramkola,Result Declared  
4285,MAHENDRA PRASAD,Independent,1868,Uttar Pradesh,24,335,Uttar Pradesh - Ramkola,Result Declared  
4286,CHANDARIKA,Rashtriya Lok Dal,1528,Uttar Pradesh,24,335,Uttar Pradesh - Ramkola,Result Declared  
4287,MADANLAL ALIAS BAGGHA BHAI,Uttar Pradesh Republican Party,1466,Uttar Pradesh,24,335,Uttar Pradesh - Ramkola,Result Declared  
4288,RAMMURAT PASWAN,Independent,1355,Uttar Pradesh,24,335,Uttar Pradesh - Ramkola,Result Declared  
4289,SITARAM MORYA,Bahujan Mukti Party,1207,Uttar Pradesh,24,335,Uttar Pradesh - Ramkola,Result Declared  
4290,MRITYUNJAI KUMAR,Independent,927,Uttar Pradesh,24,335,Uttar Pradesh - Ramkola,Result Declared  
4291,CHHEDI,Bhartiya  Sarvjan Party,860,Uttar Pradesh,24,335,Uttar Pradesh - Ramkola,Result Declared  
4292,None of the Above,None of the Above,3144,Uttar Pradesh,24,335,Uttar Pradesh - Ramkola,Result Declared  
4293,JAI PRAKASH NISHAD,Bharatiya Janata Party,77754,Uttar Pradesh,24,336,Uttar Pradesh - Rudrapur,Result Declared  
4294,AKHILESH PRATAP SINGH,Indian National Congress,50965,Uttar Pradesh,24,336,Uttar Pradesh - Rudrapur,Result Declared  
4295,CHANDRIKA NISHAD,Bahujan Samaj Party,23081,Uttar Pradesh,24,336,Uttar Pradesh - Rudrapur,Result Declared  
4296,KAUSHAL PANDEY,Nirbal Indian Shoshit Hamara Aam Dal,2591,Uttar Pradesh,24,336,Uttar Pradesh - Rudrapur,Result Declared  
4297,VEER SEN SINGH YADAV,Independent,1856,Uttar Pradesh,24,336,Uttar Pradesh - Rudrapur,Result Declared  
4298,AWADH NARAYAN,Manuvadi Party,1431,Uttar Pradesh,24,336,Uttar Pradesh - Rudrapur,Result Declared  
4299,SABBIR AHAMAD,Independent,1328,Uttar Pradesh,24,336,Uttar Pradesh - Rudrapur,Result Declared  
4300,PRABHA SHANKAR TRIPATHI,Independent,732,Uttar Pradesh,24,336,Uttar Pradesh - Rudrapur,Result Declared  
4301,RAMPRAVESH ALIAS PAHALWAN SADHU YADAV,Adarsh Vyawastha Party,709,Uttar Pradesh,24,336,Uttar Pradesh - Rudrapur,Result Declared  
4302,SHESHNATH,Jan Adhikar Party,459,Uttar Pradesh,24,336,Uttar Pradesh - Rudrapur,Result Declared  
4303,RAMBRICHH RAO,Bhartiya  Sarvjan Party,453,Uttar Pradesh,24,336,Uttar Pradesh - Rudrapur,Result Declared  
4304,KUMARI KUNJAWATI,Bharatiya Swajivi Nagrik Party,433,Uttar Pradesh,24,336,Uttar Pradesh - Rudrapur,Result Declared  
4305,None of the Above,None of the Above,2561,Uttar Pradesh,24,336,Uttar Pradesh - Rudrapur,Result Declared  
4306,JANMEJAI SINGH,Bharatiya Janata Party,88030,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4307,J.P. JAISWAL,Samajwadi Party,41794,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4308,ABHAY NATH TRIPATHI,Bahujan Samaj Party,29218,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4309,VIJAY PRATAP YADAV,Peace Party,12696,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4310,RAKESH KUMAR PATHAK,Communist Party of India,1791,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4311,BAKRIDAN,Independent,1737,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4312,NITYANAND PANDEY,Independent,1448,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4313,MANNU TIWARI,Independent,952,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4314,KRISHNA,Rashtriya Lok Dal,820,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4315,RAJU CHAUHAN,Moderate Party,657,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4316,NARENDRA MANI TRIPATHI,Lok Dal,610,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4317,VIJAY JUAATHA,Independent,599,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4318,PUSHPENDRA VERMA,Jan Adhikar Party,557,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4319,SANJAY KUMAR VISWAKARMA,Mahakranti Dal,523,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4320,UDAI BHAN NISHAD,Bhartiya  Sarvjan Party,417,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4321,None of the Above,None of the Above,1440,Uttar Pradesh,24,337,Uttar Pradesh - Deoria,Result Declared  
4322,SURYA PRATAP SHAHI,Bharatiya Janata Party,99812,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4323,SHAKIR ALI,Samajwadi Party,56815,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4324,NEERAJ,Bahujan Samaj Party,22790,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4325,HARUN ALI,Peace Party,4139,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4326,ZAINUL ABEDIN,All India Majlis-E-Ittehadul Muslimeen,1820,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4327,GUDDU,Independent,1053,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4328,RANJIT,Rashtriya Lok Dal,1002,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4329,RAMBADAN SINGH,Independent,567,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4330,PRADEEP,Bhartiya Shakti Chetna Party,455,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4331,DURGA SINGH PATEL,Apna Dal United Party,442,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4332,SANJAY SRIVASTAVA,Bhartiya  Sarvjan Party,398,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4333,RAMA ISHVAR KURMI,Bhartiya Janta Dal (Integrated),365,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4334,SURAJAN,Bahujan Mukti Party,272,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4335,SHANKER LAL,Bharatiya Jan Sabha,234,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4336,None of the Above,None of the Above,1450,Uttar Pradesh,24,338,Uttar Pradesh - Pathardeva,Result Declared  
4337,KAMLESH SHUKLA,Bharatiya Janata Party,62886,Uttar Pradesh,24,339,Uttar Pradesh - Rampur Karkhana,Result Declared  
4338,FASIHA MANZER GHAZALA LARI,Samajwadi Party,52899,Uttar Pradesh,24,339,Uttar Pradesh - Rampur Karkhana,Result Declared  
4339,GIRIJESH ALIAS GUDDU SHAHI,Independent,41814,Uttar Pradesh,24,339,Uttar Pradesh - Rampur Karkhana,Result Declared  
4340,RAJEEV KUMAR SINGH,Bahujan Samaj Party,22610,Uttar Pradesh,24,339,Uttar Pradesh - Rampur Karkhana,Result Declared  
4341,ANAND PRAKASH,Communist Party of India,2454,Uttar Pradesh,24,339,Uttar Pradesh - Rampur Karkhana,Result Declared  
4342,GIRIJESH YADAV,Independent,1718,Uttar Pradesh,24,339,Uttar Pradesh - Rampur Karkhana,Result Declared  
4343,SHIVAJI,Rashtriya Lok Dal,1411,Uttar Pradesh,24,339,Uttar Pradesh - Rampur Karkhana,Result Declared  
4344,DAROGA YADAV,Independent,1224,Uttar Pradesh,24,339,Uttar Pradesh - Rampur Karkhana,Result Declared  
4345,SHAMBHU SHARAN KUSHWAHA,Jan Adhikar Party,824,Uttar Pradesh,24,339,Uttar Pradesh - Rampur Karkhana,Result Declared  
4346,SAROJ PANDEY,Republican Party of India (A),816,Uttar Pradesh,24,339,Uttar Pradesh - Rampur Karkhana,Result Declared  
4347,ANAND PRAKASH SHAHI,Sarv Sambhaav Party,746,Uttar Pradesh,24,339,Uttar Pradesh - Rampur Karkhana,Result Declared  
4348,SANJAY KUSHWAHA,Nationalist Congress Party,532,Uttar Pradesh,24,339,Uttar Pradesh - Rampur Karkhana,Result Declared  
4349,NATTHU YADAV,Bahujan Mukti Party,411,Uttar Pradesh,24,339,Uttar Pradesh - Rampur Karkhana,Result Declared  
